X,Y,Z
-14.62665,-3.323168,-9.168497
6.8881764,8.421904,15.33386
-3.4443429,1.7271687,13.311166
4.7172847,11.421352,5.922412
18.085659,4.9014826,-6.129913
4.7241783,7.5415506,11.905906
-14.665309,2.2393773,-1.6931969
10.243745,8.879139,15.110128
-17.745993,-5.6715956,6.3489084
-17.770922,-2.1344306,10.112461
-6.3435903,5.3680186,4.7583447
7.3896327,9.486817,3.1679094
-16.380081,11.999142,3.9123785
-0.57059354,16.06297,6.7309737
-9.9003105,-3.338784,-8.586573
-3.0160294,12.838288,0.74671394
-0.3058519,-7.017658,10.595147
-2.9284186,2.2007916,15.188771
-5.5634136,9.908793,11.802866
13.126603,4.03848,15.369316
0.33856532,-21.058937,0.18012659
2.4161787,7.494184,6.852143
-9.997349,-10.234968,12.449721
4.924072,-2.6350095,0.8553039
-17.171389,0.71024436,2.055342
-2.162425,14.64803,-3.6919563
-5.850999,19.769196,-2.588675
-2.0479994,-2.6755733,7.106657
13.397407,10.405549,-7.8555307
-0.59135485,-2.246672,14.926517
-2.0398426,6.871693,-9.00225
9.574374,11.736555,1.5290623
-3.3649457,-3.971461,-2.2478595
8.781064,-2.6752195,-3.116569
-7.6897817,-6.6270375,-2.6814308
3.207482,-8.855689,13.397949
10.006625,-0.86091435,12.255958
-8.798226,-14.102143,0.65567875
-7.7150807,3.0471652,19.858545
-3.8186133,0.6943533,15.054097
11.233287,10.93012,8.517155
-14.845798,1.6397208,7.9352775
6.8723392,-1.3720483,17.872623
-8.041279,-9.672758,7.2195635
-14.22067,-1.5265313,-2.5339687
-8.509878,-1.8942764,-4.5647573
-8.977988,-13.687188,-2.263625
-1.1853746,15.650425,7.3066206
-7.833178,12.560779,8.101088
-7.539392,3.0088394,19.98564
10.863293,12.835119,8.94906
3.4738412,-14.010211,6.078872
5.8177543,-7.625643,-6.898565
-10.436808,-14.168617,-4.8974285
12.347187,12.109022,4.7936163
0.21288931,-9.624934,7.0621367
5.2353797,-2.6676445,16.271585
-1.1813779,-18.28899,3.9213474
16.381924,-4.9482083,3.135864
-18.664272,-7.952569,4.1604953
-12.085234,-11.231178,9.199873
-0.7326021,-12.718964,2.4866226
-4.523482,-7.5223455,4.669434
3.7325494,1.2175623,-1.3431141
-4.1527925,-12.196903,10.878541
-6.071534,4.552078,-10.729373
-13.979905,-12.806277,-0.09115287
-11.573328,-13.619079,-5.814678
-1.116293,-17.481968,0.3247247
14.12661,-9.051696,-1.7327025
-9.200363,-2.0844705,-5.67162
-8.19323,-10.176887,7.258675
-9.942641,-15.318317,-4.7589965
10.114476,-5.3256726,1.740905
0.034403823,-8.466549,0.54937786
-2.2329094,17.060762,11.495609
-16.835783,2.0145326,-2.2631419
-7.841115,19.566404,4.6171083
-4.258242,3.340252,20.057865
-8.469247,-0.4324103,14.720864
4.6043406,11.406743,6.06051
5.9286675,-7.966782,0.28418002
-2.2750611,-12.837102,-2.5423505
-13.94904,-8.227082,6.2932477
-1.5535096,1.2496827,-15.878958
-0.56196415,-18.775768,2.7570853
0.7026385,-13.511424,10.711537
17.337397,8.537133,-2.669467
-10.480502,-7.993194,4.689092
0.26231265,3.6075249,18.870646
7.376485,8.520191,15.315009
-6.08593,-8.345641,-0.4361247
1.9221984,-11.646521,-0.3250521
4.7634234,9.110188,12.178292
-15.409853,13.758519,1.3971405
-12.414661,-14.993983,2.8359058
1.0463921,-4.6628256,13.0385895
-14.346318,4.178328,-10.655431
0.6083893,-1.4298133,7.2812853
-8.701984,-1.4215522,-9.839664
3.5332441,8.965225,9.775219
2.2181227,-18.514938,0.47041386
-8.544214,-13.609683,-4.177438
12.466149,11.337772,9.121845
-10.406644,-12.916813,-3.6358218
-6.400148,-0.32073957,-3.3422136
-6.491977,-10.32925,6.947799
-8.430482,-2.8502693,10.241737
-8.647786,-4.5701976,17.999348
11.641823,-4.4166374,6.1629734
10.604315,11.552287,11.94308
10.395998,-14.180875,-0.32413557
-17.948307,-1.8962338,6.32397
-2.3504539,14.8154,9.92604
7.895,8.613759,14.350082
14.784939,6.300532,13.874282
3.3686173,-8.406584,12.713275
-4.9663067,-12.175133,-7.2795
-4.838856,1.0329901,-6.4346423
0.30952254,-9.846204,16.266811
-1.3760365,-1.8491485,1.011297
-5.074345,0.85703504,13.06272
12.79058,9.347252,4.8558106
-1.552614,-17.55778,3.7338235
-1.9435291,-0.57646364,-18.019098
15.611144,-1.6125226,4.442723
-6.06634,-0.11886174,13.735557
-3.7966805,9.972718,13.139878
-5.7318974,-16.345951,-3.456913
-11.031066,0.031848915,16.932491
13.500632,12.091687,3.8245819
-8.697658,4.3054523,0.91003984
-1.4711728,-8.297487,9.675564
-12.97295,14.339555,-2.639562
-4.5294795,11.267651,-9.409673
10.260865,13.695742,-3.0656466
17.77884,9.504764,-1.0978659
-14.016411,-12.776934,-0.061959885
-0.44334748,7.412648,3.8563993
-8.744387,0.7592463,-9.449069
-10.655601,13.137315,9.562427
-10.439481,-15.308882,-6.1084347
13.275095,10.402561,6.082188
-7.5643373,-10.541757,7.326679
4.3497825,12.389093,-0.42420352
14.842463,-2.7064075,-0.5053255
-1.4403023,1.3296098,14.793272
-7.310892,-8.864246,-5.450767
6.3357124,7.4995008,17.42336
17.079227,11.2307005,-6.520278
15.134768,-6.395897,3.931783
-0.08389779,-11.33726,9.614382
3.6759841,15.913422,2.4759696
0.72453934,14.49566,15.637742
-7.1415453,-10.467828,2.0309346
-7.4193926,0.0953485,-0.40488526
-19.62619,0.9630988,6.924613
-4.1959805,-13.56665,-10.100175
14.946877,5.463837,14.268371
3.4496145,10.418516,10.520628
5.9026356,-18.013836,1.338063
-15.318507,9.882517,3.6808758
-11.6682205,-0.28287873,10.359039
3.3056207,0.49074307,4.7281375
4.2362595,12.185655,0.69186187
-5.9393706,-7.9710774,10.155717
8.922412,0.84067327,-0.8245657
-1.7217896,0.07683807,-17.604656
17.56723,11.739992,-7.2283683
-10.519539,12.808305,8.852255
7.8799806,-4.5492115,11.683464
2.1794517,-15.696732,3.4486651
7.397084,-0.2673962,13.179695
4.588622,-17.608835,-0.4013338
12.975804,15.629952,-3.6693237
12.007805,-3.1662838,12.713551
-1.5266639,-3.140426,3.16874
9.082199,8.3334675,3.0885336
-4.808027,6.9316297,17.02931
-0.1444594,7.385279,14.31964
3.6923978,-17.439562,3.8021657
-6.446854,-13.69633,11.259434
0.39060974,14.786939,7.201312
3.0152032,9.562828,10.796317
-2.2565548,4.1393986,18.738516
-7.2537456,-8.220401,8.422272
-4.5746913,0.32849813,11.902015
-6.080447,-15.712883,11.652994
0.97842395,16.197412,-13.325969
13.331493,4.6018176,-3.0818467
5.0267963,-8.076041,-6.3290963
6.889385,14.458791,-4.4477563
-12.484179,-9.140197,-0.9181379
-5.795317,12.679387,5.6627445
0.9220777,-15.431252,0.2298732
-3.3503106,4.354767,7.854904
-2.1523793,-2.640919,7.1812086
0.4459074,18.761986,-1.5363489
0.64441633,15.313677,10.806162
-5.074915,9.860123,0.6518947
6.0750155,-6.499593,4.89989
-17.0854,4.2004666,4.9181886
-8.127747,-1.940716,12.171941
-16.80565,-10.805456,6.4921927
-1.6528528,17.18995,13.45817
-9.26199,-6.6119,-4.401999
3.796569,10.176781,10.734132
2.655217,-3.495895,10.782746
-5.8159404,7.371767,7.9316864
1.0069344,-18.299875,-4.944975
7.6894546,-4.828405,11.760595
5.3614116,-6.4565873,4.215948
-12.171518,-10.751693,11.27129
-7.886935,-2.7961774,-9.2960415
0.68892986,15.327862,10.709005
-9.050001,-0.046988524,17.113571
1.3176618,-14.979332,10.361164
-4.2515717,6.233037,17.412956
-9.444837,-3.406134,10.798293
-0.33955318,7.428937,14.6671715
-6.0120196,-13.528375,4.494484
3.1722646,-2.9863195,0.61831164
1.0673583,-9.370136,-2.859177
-6.00459,-9.193492,-2.289753
16.935879,10.591672,-8.082035
-3.3668501,-2.1182554,9.112592
-9.110724,-0.34863427,-12.457074
-14.245879,-11.355831,-6.88993
10.4403515,-1.3632002,4.0797935
2.5460262,-6.2449718,-5.6083026
4.078403,-15.759066,3.6581953
-4.8194704,-4.5085473,-6.328687
-13.57451,-13.14726,0.27061838
-0.008143845,-3.5338783,13.175901
-0.11618458,7.90949,2.9024374
-7.1045446,-2.271126,-5.718982
-10.481554,-12.567564,-5.3899894
-11.835319,-10.907893,8.921118
-10.845896,-11.010087,-5.2949085
-1.8129079,-15.68801,1.5974377
-13.523101,-2.9891615,-7.624307
8.374645,-2.4458852,9.758312
-7.2996445,11.166006,4.426385
8.544586,12.972572,-4.553749
-0.9674785,5.968234,9.098618
12.456648,7.016095,7.3423142
-2.9068964,13.359718,2.0085738
-10.195449,-13.402702,-4.6134176
4.706715,11.61581,5.657368
-5.921901,-13.495718,4.5713725
7.5817733,7.2213526,3.5961707
-12.53074,-14.371937,0.50030804
-3.3275318,5.193541,7.546623
10.091549,10.995425,4.329442
-0.5989428,1.1703162,-2.624588
4.776665,17.70759,7.072956
2.2505746,10.1653,0.60159725
-4.813659,-5.698839,9.940519
-0.64564425,-10.342597,1.7650372
0.21704327,14.039898,14.794811
-5.5396056,-6.8321486,-14.257446
0.0021689807,-16.763407,8.331993
-11.0129175,5.054013,8.335873
0.5509927,7.113263,20.787462
-4.1026006,-6.8558617,-3.0065353
3.671433,-12.739991,7.9112067
-14.975012,-10.075977,6.1821194
0.43796563,3.7664642,9.19923
6.2316504,-0.9009976,13.484754
-11.9619875,-1.3463022,-7.442904
2.177525,-10.548037,-8.43274
-7.414944,-9.787299,-0.84075785
4.4982457,1.6165028,7.135454
-8.531058,-12.582618,0.5953035
-0.31897417,9.703214,4.646142
-1.5415447,7.1071076,13.259162
-5.9101157,-7.8967347,-0.76606625
-1.1241261,-5.857681,1.4151006
2.6110175,-14.692528,8.824828
3.6533148,-2.6444347,7.02722
-1.7687074,-7.4422717,10.679262
-1.5531427,-3.3548005,3.8404806
11.960146,-4.877817,15.032361
-13.807271,-2.1024685,11.033865
5.810798,12.905082,0.56863856
-8.958493,2.3046753,7.3212028
-1.8784848,-8.7300825,0.64997494
-0.35707608,-16.81495,-0.5272091
13.365577,10.484738,6.2321315
14.515884,7.848437,7.9587026
6.443765,-12.523493,0.8621926
0.087579645,-12.381625,1.9521576
3.437471,12.06001,3.0158584
3.65075,-7.281734,11.403608
10.948559,-3.2876532,4.0867124
1.9902216,9.547733,-17.31715
5.553998,-2.2378464,13.6112795
-12.605328,-9.020199,4.5543265
-8.174287,-7.219107,11.098238
-5.8064294,5.05739,18.389318
-11.146673,3.7015116,2.4732442
10.199532,6.902702,3.7169793
1.3364593,-8.257897,2.258042
-13.164443,12.672037,-1.913784
11.865525,9.389425,-3.1811774
-8.288318,-6.8955646,-1.0465134
-6.315292,-9.804327,-1.4755757
11.964432,7.3095374,13.226382
-0.44770187,5.081351,19.379225
6.884649,9.718492,7.1176605
9.733543,15.793084,-3.1472545
5.63208,17.453577,4.188853
-5.118707,0.48141542,-6.281497
14.909628,-4.1482134,4.61111
10.965377,-16.288948,-0.56419146
-18.079107,-1.5112312,11.34757
-10.1211605,-14.919453,-6.0629935
-11.254211,7.8525705,12.312682
3.5827107,-7.463555,-7.544267
-8.333993,-1.6910179,-11.2944
6.1526403,1.8104712,16.10041
16.64721,7.5967374,7.3846526
15.277195,7.1889386,4.266664
-2.6191087,13.677154,2.6673527
9.181017,-15.556993,0.62950754
-4.001787,22.31047,0.41452688
13.910975,4.128588,-2.7208986
11.3791685,9.345585,4.6042023
-7.434433,-13.334627,-2.1165128
10.23927,8.62158,2.277559
13.913397,6.668608,13.373281
11.126388,7.2871227,-4.9741435
-0.5399068,3.3208182,10.72791
10.607416,13.4956875,3.27016
-7.1448874,4.3912406,2.1018572
8.774859,-0.39674088,-1.9392946
7.5558553,-0.49701217,5.9294662
-0.9526976,13.501267,9.230975
-2.1428392,2.3713193,7.863653
8.679119,-5.390129,8.726134
-6.9977617,1.1402621,-4.933035
-6.0805807,-7.705181,10.507538
10.762171,15.685934,-8.052711
-5.3459334,-10.105216,8.959249
18.175642,7.4091673,-0.7233694
15.856937,4.0262804,-4.910371
14.311522,12.227396,-7.0167027
1.5378801,16.710035,-10.414061
-1.2799892,7.6654563,14.122625
-11.58747,-11.8532505,12.24072
13.682344,-1.5169129,4.039194
7.278582,9.012254,2.7267616
2.631342,-14.996812,2.326481
-6.1884694,9.6125555,5.539848
7.2970705,-8.761429,12.000049
-11.1335,-6.2908254,-10.4881315
16.320591,2.454469,-0.122611135
-14.178958,-8.339511,6.4485283
8.872954,11.276831,-2.843074
11.359689,-2.2518773,4.329469
-9.753205,15.523863,10.350945
0.9663545,-13.617062,-5.0376368
4.7089205,-9.175451,8.419223
5.8262434,-6.380951,5.2019486
13.979342,6.713204,13.134249
-10.235685,-12.543795,8.093727
-3.720674,-12.235028,-10.529996
7.3162003,-1.6479396,-2.835364
0.4663643,-6.6098146,-7.454212
2.4415536,-11.989096,9.493227
-5.3604527,-11.050062,-1.5933938
-10.970963,-0.51717365,7.9910836
13.218706,-0.957411,2.491864
2.7837982,-20.644526,2.3888087
-7.2796936,-12.326714,-2.0508702
1.912597,14.84118,15.675255
-18.902367,0.9407632,4.506726
-6.2730126,3.2273955,3.6492336
-14.1476345,1.1110471,11.440806
10.822906,13.353467,-3.6251657
1.0831343,-8.110435,3.6606524
3.7535634,-14.790199,0.4415281
2.6017237,0.52858853,0.10447716
-6.4925046,-1.0795118,0.33079448
-8.228758,10.759804,8.154974
1.9632494,-0.36454934,5.9774156
-11.446249,-6.9349937,-5.0409307
-7.476823,21.603588,-1.4507807
13.943423,10.827901,-8.589503
3.599852,-3.0951698,-0.012021624
0.14652084,-13.573751,9.975651
-1.3279046,2.8499007,7.6999164
-5.209166,-15.05637,-4.5894303
2.170005,-17.113714,0.14953233
-4.688961,9.871533,4.2929626
-6.1508403,9.215909,1.2822747
-10.7350025,-13.585432,5.99799
-9.484601,-13.267442,8.504461
2.493509,-12.319554,2.6611383
11.935393,-4.303203,5.184762
-4.0889564,18.606668,7.748236
-5.31163,14.967053,2.892348
-10.084978,-13.154177,-3.4922664
-6.5152483,2.8875222,-1.9525908
17.050718,9.699926,-8.853485
9.693735,-1.8833897,12.72523
12.346555,6.603434,-4.372534
-1.153223,-6.5980296,11.750238
-9.021246,-7.081303,12.25645
17.518005,9.911708,-1.6213884
-7.307997,-10.683937,8.1806345
12.075077,6.991117,-2.1150684
0.74470717,14.991741,12.20772
-15.101293,15.467989,-2.7804217
9.457288,11.337744,4.3581867
8.404915,-11.298859,-0.06858937
9.9554205,9.234945,8.751244
-5.530873,-14.004856,10.61842
-10.142819,-5.663781,-4.331843
-6.2752695,-6.052099,7.11805
1.9350508,15.256133,-9.381412
-12.02098,-10.166646,3.9072213
-1.2159437,13.391659,-1.4094135
-1.6381496,14.151645,3.7999105
-11.658464,-11.339928,10.819206
-2.921652,-1.5678781,10.540664
-15.993833,10.262783,-2.765499
-9.963087,-0.6310658,-8.746417
-7.809424,20.122454,6.9409895
7.4156003,0.21244873,5.4274507
-5.91955,7.7435656,1.8259108
-6.115657,-8.021954,10.428573
-4.522803,0.78103805,11.695357
4.8436933,21.253202,4.225227
-16.754784,-10.502182,7.807294
-8.426778,11.257348,3.4229803
16.805792,8.83958,3.789847
-4.3677764,-11.874377,-8.944233
-0.08598767,-14.404316,6.6492925
-7.5047307,-0.22211096,-15.589659
3.97018,17.304111,3.5067291
-9.327582,-0.17969066,-6.7210584
-12.102544,-14.868581,8.213892
-4.561634,2.2422936,13.372235
7.3489013,9.802359,7.2372966
-0.41983798,15.856573,7.2459564
-2.581152,14.264931,2.6295388
5.4607725,-1.746303,13.410211
-5.396883,7.2516465,16.965948
-18.188843,-2.815036,9.614781
3.1177611,16.895607,4.65479
5.274887,4.966835,15.756451
2.836516,-3.347553,10.693117
-5.114108,-12.3764305,-7.048288
-16.233389,-1.8189551,6.027907
-2.2233176,14.231982,3.0016325
1.3982246,-0.13675822,15.5743475
-9.229083,-11.16253,-5.153404
5.735048,-19.398735,-0.21928446
-5.801261,-12.277327,-9.592817
-8.609172,-14.076604,-1.6936965
-12.339896,-3.8966804,-7.3355155
-10.824057,2.6534626,11.23317
-1.8707219,-8.937463,9.704364
-15.566181,2.508965,-2.0662544
-9.803567,-1.6448977,12.803563
2.0388212,-12.806043,1.237637
10.327721,13.601185,3.3113472
-7.3324075,4.437204,6.4774303
-10.28909,-3.8533518,-9.788464
1.6414922,15.416719,-2.3958333
6.8257313,5.1661916,14.859747
-8.675413,17.4184,7.2025766
-15.718882,-3.6446242,9.1552725
8.1171465,0.16222744,16.098171
-12.356882,14.709612,-0.0092101665
5.1633325,-0.65220755,12.492052
-5.479732,18.022873,5.9802294
0.10673046,15.782415,-10.702609
-7.55232,4.5279784,4.373338
17.311075,11.219547,-6.1679945
5.0468473,1.1174967,15.198847
-17.449337,0.18209165,7.4948378
0.29006496,-17.260153,1.4842333
9.509691,16.578108,-5.04236
15.723143,9.1085415,-1.0524274
8.9750805,15.242817,-6.5569916
5.045903,0.002696023,12.994184
-0.9092474,-16.290699,11.249655
10.47786,9.751208,4.155983
6.5288415,5.9729776,14.85867
0.9651668,-13.388765,7.4552093
-13.657853,-3.1964676,9.672525
-7.411362,-15.340802,1.7253114
14.602223,9.6856785,5.240835
0.5873644,-19.918104,1.1591231
-12.342612,0.75262475,9.2803135
-6.955913,-13.25829,0.28841022
-13.881142,11.580607,6.209905
9.873392,-4.2317786,8.784399
-0.92369205,-7.3954635,3.0387545
2.0125818,-2.0492377,6.1222715
2.7165372,-15.130581,7.1224
12.628701,7.3338876,14.558051
-15.232075,-7.037501,5.0923724
-3.8322976,8.468518,10.193863
-11.950051,-2.7259915,-9.076029
1.0246996,-11.489946,12.411411
-4.6714354,-12.346298,12.349712
1.2633009,-9.1587715,7.3803363
-3.3792124,4.7168827,-11.6093235
8.380678,9.017627,14.783976
1.197844,-12.454046,-1.4911094
1.0147327,14.112379,-8.6933975
-2.7846467,-11.304732,-2.9936118
1.3456321,-7.9056983,2.4577842
8.439746,-9.691431,11.432443
11.571453,-11.240691,-6.8941526
2.3655927,-6.45617,-6.8025794
-6.9924355,12.2097845,5.5450025
-0.15699005,18.957672,-2.0076454
7.353301,-8.807253,11.991517
4.6138377,17.377502,5.5085025
5.764954,-0.58258325,15.201638
5.933838,10.36235,-6.905168
-6.541088,1.1460867,-6.9445868
14.392678,7.5254083,14.530793
7.9201436,-14.318256,0.88057643
-11.053718,-15.4970665,11.497193
-0.9288877,15.626221,7.055354
1.4821265,-15.466391,-0.73382413
-11.464203,-14.023241,3.2325263
-1.6919737,-9.206093,7.091815
-17.211721,13.956329,-2.5678504
4.643852,-6.530013,3.2843132
-5.4952807,11.429408,4.891278
2.3863723,-18.225191,11.589412
-7.264146,-10.850165,7.8083944
14.578257,11.462099,-7.3352957
9.444842,-2.2559862,3.3656905
-6.624627,9.299531,4.907954
10.348695,11.730632,8.613401
-11.670328,-9.156106,5.7451797
-0.7141759,-17.905031,3.3810236
8.438981,2.483303,0.75780576
7.1503606,-1.8008366,7.589071
-2.7960892,-11.595373,-2.7890155
-1.9504993,-13.621907,-2.5960753
15.429689,5.752221,14.423205
-17.54626,14.593502,-1.2763476
-2.7824612,-1.7929585,8.700895
-7.2829633,-1.3122103,-10.276467
6.6340723,-12.378474,-12.165056
0.21769476,-2.4743552,13.28212
-9.470374,1.1952249,7.279206
-0.67304814,7.285203,14.093167
-13.504551,-14.353187,9.168388
-1.2885028,-1.4218206,1.1362282
-6.5660872,1.3018979,-5.6705174
-9.142931,-2.511198,3.1734455
-13.640452,-1.1916441,8.451074
-1.7535467,-7.9673033,-1.0006722
-0.27491522,16.421581,6.014349
0.45971084,16.345486,8.93629
4.269079,-0.51369894,11.770793
18.3535,6.0128016,-7.981103
-0.46306956,2.771018,10.108754
6.8052373,-5.331997,15.465117
-6.079956,-14.3282995,-10.734071
-1.7451588,1.7578437,14.617308
-5.520435,9.866176,11.654353
2.5073786,10.923699,-0.35989788
8.71475,13.184024,9.151263
-0.45926714,14.502299,-13.5054455
-15.980947,-1.0290086,13.039755
-0.044632606,-5.3418436,-0.06886745
2.3282523,-15.919134,8.501328
-5.015062,-10.153791,8.999041
-5.8715925,-6.782584,4.172697
4.5327654,6.2439165,16.720566
5.4768634,-16.520258,1.2706873
-11.792673,-12.110182,11.001176
16.570066,7.6390657,-2.8949833
4.872973,8.474774,9.941452
18.93092,7.2458553,-5.9248714
-3.8428726,-9.554657,-10.616449
-12.58845,9.029857,-6.3677664
4.2395563,20.69419,4.6101594
14.429699,8.141141,7.9519463
-10.180574,1.9704194,12.066835
4.4401155,-7.1320276,-5.3941913
2.7884035,-6.727325,13.166428
4.7744107,-8.90978,8.857276
5.216337,-17.179405,-1.5125443
-9.501616,0.5299816,-8.422725
-5.1368504,0.11251466,-5.4902544
1.6237592,-15.454377,-0.09444209
7.9197383,15.6173,-4.7848673
-5.3817506,-15.26535,-4.3428764
-1.892342,6.0625033,7.4468875
12.371531,-5.5895886,11.301317
-2.4936786,-9.669316,9.578903
-4.6257167,-10.161485,6.3322997
6.8391085,1.7940626,5.6909175
-10.786631,-8.170282,-4.6476207
2.741584,-3.4801373,10.737178
-3.70292,3.6560874,7.0990105
-1.6825823,-16.598976,0.40164825
0.041893654,15.078888,15.615903
0.29091302,-12.958375,0.5661072
0.44669962,-1.2780663,7.6796126
-7.951526,-12.579004,-2.6354196
4.244844,-0.41786185,5.640782
0.6797462,-8.329592,3.4263523
7.704881,8.958236,15.308344
-8.007677,16.347095,6.0916996
1.3246241,-17.38382,3.5514371
-6.770453,12.349973,14.811207
14.391063,11.690807,-2.609695
-1.5239552,14.073022,2.5608094
-2.6200187,-2.1155343,10.38913
-13.021605,-14.115832,0.6252542
1.9340907,-11.507702,8.228879
-8.471843,-0.17056948,9.162216
-3.629075,-2.6042254,-16.335608
-6.079633,-6.3059072,3.322543
-10.326404,-9.895236,10.834301
9.671644,11.672983,8.93603
-2.829516,5.8418784,6.9355984
-1.9490423,-1.0299656,-15.837567
0.471642,16.03313,7.702898
6.01125,16.108519,1.4393699
5.0874534,-15.125307,1.3894072
-4.240707,-8.766508,-9.988943
-6.5691376,-13.268946,-2.9146893
-6.3787327,-8.540335,-3.09719
-12.171388,-0.91789204,11.1869335
13.688614,7.8050957,14.6461115
9.250516,13.371307,9.123667
1.4738555,-10.541949,-0.7708811
-1.8580775,-0.9342973,3.633603
1.5827225,15.74589,-13.776216
11.168602,10.752249,8.994389
15.646478,6.8942995,4.085427
-1.5738244,13.543726,8.928266
-1.5321192,7.7870355,2.0126126
5.801916,6.3182335,15.434126
5.5481176,-18.625164,2.1576164
-13.268531,14.946288,0.26224962
-11.585985,-8.762381,3.4688904
7.6705985,-0.4977946,13.631109
0.6538818,7.779028,20.291662
-8.868053,13.062405,-1.0330024
-10.725792,-2.6716244,10.818931
10.068222,-14.192192,0.3690641
-6.13312,5.2482767,16.48595
-9.6922245,2.0174687,11.462736
-7.0785723,1.0488625,-5.7598324
-0.14453371,-16.34757,1.8360271
12.130993,2.6761231,11.549804
6.2430873,2.4151406,16.21893
4.0280023,5.3650727,1.205497
-6.2578745,15.966639,0.39088726
-6.8344884,-11.680325,-3.3132155
-6.2073903,-8.582571,-0.64386797
9.764717,-14.065301,-1.6295116
3.6421576,-16.679035,-2.6088974
-7.7912064,20.41718,4.631997
0.118368484,3.8233294,19.162142
-1.1499265,-6.3875566,14.773809
-1.0175714,9.676282,14.586681
-12.503335,-1.1939269,3.091785
6.5673475,16.406803,7.959503
-0.1843123,8.839522,2.987481
-8.774744,-0.35927433,11.314584
-0.5943269,19.52744,-3.0873191
7.4412174,7.936358,14.552394
5.70818,-7.344314,8.859746
7.360179,-2.1233401,0.6029788
-1.0233719,15.689119,7.1209874
-14.356354,-3.320789,11.285699
13.163922,-4.0163093,13.480956
1.7132865,-16.75664,-1.2417946
-8.597318,-15.616635,11.362486
-16.689419,-10.549564,6.894328
-13.9712105,13.954492,1.8004184
-0.5486709,-12.832975,-3.6808422
-6.6028686,3.3935437,22.354998
13.463883,4.117852,15.728501
2.9929283,7.132674,10.563833
-10.973358,-12.179628,8.119065
-14.549495,4.158977,-11.106854
1.2612079,-17.365772,1.3009043
0.19603448,-7.5624194,8.034639
4.255214,-2.2218406,3.1989782
-6.6061997,11.763217,4.927704
-5.670413,-3.3373425,-1.0390174
4.261702,-16.418276,1.4012673
-7.662189,-9.077198,-1.0637584
7.2423224,1.7401878,6.032222
1.0755064,-2.003188,6.464183
0.28259942,-18.270882,-3.123557
5.542652,20.373447,4.334717
4.2241516,-17.380457,-0.9640425
4.2033696,-8.084162,-7.008534
-6.3176813,19.727306,7.4374895
-12.355881,8.063797,2.6028967
11.059193,-0.98931456,3.621706
-7.388909,4.9554577,4.953303
-7.3289986,16.711489,1.2045401
-6.787236,20.996035,6.1348186
0.33250684,-13.477907,6.921822
-9.19619,-3.2811007,-8.519889
3.71074,20.34135,2.345253
0.9328154,10.96159,-15.871006
-9.34468,-3.5773895,11.481529
-4.4932632,22.044647,-1.0808406
-6.180221,-11.898582,-3.2243683
-7.2757936,0.3013127,-15.786368
-5.844364,-6.593114,10.224599
-7.280876,-2.163605,-6.625817
-7.991438,-1.5496199,11.447252
0.7511362,-7.0567503,0.20699704
1.0122939,-11.854901,8.148876
5.2768583,-13.340895,-13.121393
-12.830967,-16.596752,7.744977
4.565523,11.893983,0.45589116
11.841617,-1.1052262,0.82942456
14.286886,8.043401,7.7476964
-4.2267394,-2.92626,3.4013643
-1.6357558,-15.693929,1.9926318
16.613615,5.6089907,4.36701
-10.375274,-11.915707,7.2764096
-1.0042361,18.483854,-3.178862
-10.758093,-13.774407,-5.841181
12.716826,-2.5630167,5.8078437
-6.958551,19.67348,4.66982
-11.017532,-5.706824,-9.794291
8.955155,15.838727,-3.3274267
4.4762964,-19.53869,0.993438
-5.618424,12.365529,5.739645
1.0365065,-12.578995,10.713513
5.072913,-15.731077,2.6755748
-0.2565884,-10.257867,2.190003
-5.8326864,-1.1631205,20.326916
-12.911144,-0.9480398,8.866185
-4.544187,-0.55396396,14.390071
-5.2759423,-4.136791,8.361468
8.284625,2.5181358,-0.69620264
-4.5054646,-6.2606144,3.0229607
-16.49034,1.8963112,10.094083
1.7684933,-19.165956,-0.2474734
7.154737,1.4470825,1.1430019
-6.23768,-9.449766,0.903422
-4.6186657,-7.574699,4.84437
11.059311,7.3065653,13.8588
13.948223,6.7518625,13.534888
0.08322296,15.731457,15.366827
-10.291922,-6.3462863,-1.0673115
8.47581,-3.4505603,9.329769
14.217899,7.0028753,13.881293
0.5957636,-0.5317582,13.458682
9.385063,9.110906,15.128345
-0.5139573,14.524598,-13.515347
9.490066,10.996135,4.001271
0.9145361,-7.6200914,2.3125596
-9.448155,-6.3347707,-4.5429688
13.120082,-2.454518,5.504887
-13.728645,14.832814,-0.62027746
6.0672116,-5.66795,-9.008173
10.948201,12.96534,-5.010401
-16.706995,-11.193631,6.102719
-11.340956,-9.475806,5.1975546
-9.816817,-2.8538594,4.268941
4.1662326,10.403531,0.7743406
-0.8888656,-17.129978,-3.8726988
0.4521377,-19.459974,2.9153984
-12.185557,-2.2021642,5.1425056
0.9238873,7.478916,20.643425
-17.324854,-2.4327965,9.382064
-0.31097198,5.1191516,18.500784
0.19340965,3.784931,8.773652
-5.1816344,2.6481628,11.524867
11.492757,-2.400925,1.8386254
-3.9426656,21.963406,0.66914564
-7.4376755,-1.9870032,-5.883635
-0.2964372,9.339679,6.862328
0.17741306,3.6837945,19.431025
2.4428177,6.814512,6.555209
7.7298923,-1.3203038,-1.1712385
-10.448699,-3.4055796,-9.434417
8.366285,15.040209,-2.9051502
-7.3437877,-2.3223515,9.714405
12.226813,14.8333645,-2.2594433
